5003 30006 10002
735 -1.000000 -1.000000 1.000000
736 -1.000000 -1.000000 1.000000
737 -1.000000 -1.000000 1.000000
738 -1.000000 -1.000000 1.000000
739 -1.000000 -1.000000 1.000000
740 -1.000000 -1.000000 1.000000
741 -1.000000 -1.000000 1.000000
742 -1.000000 -1.000000 1.000000
743 -1.000000 -1.000000 1.000000
744 -1.000000 -1.000000 1.000000
745 -1.000000 -1.000000 1.000000
746 -1.000000 -1.000000 1.000000
747 -1.000000 -1.000000 1.000000
748 -1.000000 -1.000000 1.000000
749 -1.000000 -1.000000 1.000000
750 -1.000000 -1.000000 1.000000
751 -1.000000 -1.000000 1.000000
752 -1.000000 -1.000000 1.000000
753 -1.000000 -1.000000 1.000000
754 -1.000000 -1.000000 1.000000
755 -1.000000 -1.000000 1.000000
756 -1.000000 -1.000000 1.000000
757 -1.000000 -1.000000 1.000000
758 -1.000000 -1.000000 1.000000
759 -1.000000 -1.000000 1.000000
760 -1.000000 -1.000000 1.000000
761 -1.000000 -1.000000 1.000000
762 -1.000000 -1.000000 1.000000
763 -1.000000 -1.000000 1.000000
764 -1.000000 -1.000000 1.000000
765 -1.000000 -1.000000 1.000000
766 -1.000000 -1.000000 1.000000
767 -1.000000 -1.000000 1.000000
768 -1.000000 -1.000000 1.000000
769 -1.000000 -1.000000 1.000000
770 -1.000000 -1.000000 1.000000
771 -1.000000 -1.000000 1.000000
772 -1.000000 -1.000000 1.000000
773 -1.000000 -1.000000 1.000000
774 -1.000000 -1.000000 1.000000
775 -1.000000 -1.000000 1.000000
776 -1.000000 -1.000000 1.000000
777 -1.000000 -1.000000 1.000000
778 -1.000000 -1.000000 1.000000
779 -1.000000 -1.000000 1.000000
780 -1.000000 -1.000000 1.000000
781 -1.000000 -1.000000 1.000000
782 -1.000000 -1.000000 1.000000
783 -1.000000 -1.000000 1.000000
784 -1.000000 -1.000000 1.000000
785 -1.000000 -1.000000 1.000000
786 -1.000000 -1.000000 1.000000
787 -1.000000 -1.000000 1.000000
788 -1.000000 -1.000000 1.000000
789 -1.000000 -1.000000 1.000000
790 -1.000000 -1.000000 1.000000
791 -1.000000 -1.000000 1.000000
792 -1.000000 -1.000000 1.000000
793 -1.000000 -1.000000 1.000000
794 -1.000000 -1.000000 1.000000
795 -1.000000 -1.000000 1.000000
796 -1.000000 -1.000000 1.000000
797 -1.000000 -1.000000 1.000000
798 -1.000000 -1.000000 1.000000
799 -1.000000 -1.000000 1.000000
800 -1.000000 -1.000000 1.000000
801 -1.000000 -1.000000 1.000000
802 -1.000000 -1.000000 1.000000
803 -1.000000 -1.000000 1.000000
804 -1.000000 -1.000000 1.000000
805 -1.000000 -1.000000 1.000000
806 -1.000000 -1.000000 1.000000
807 -1.000000 -1.000000 1.000000
808 -1.000000 -1.000000 1.000000
809 -1.000000 -1.000000 1.000000
810 -1.000000 -1.000000 1.000000
811 -1.000000 -1.000000 1.000000
812 -1.000000 -1.000000 1.000000
813 -1.000000 -1.000000 1.000000
814 -1.000000 -1.000000 1.000000
815 -1.000000 -1.000000 1.000000
816 -1.000000 -1.000000 1.000000
817 -1.000000 -1.000000 1.000000
818 -1.000000 -1.000000 1.000000
819 -1.000000 -1.000000 1.000000
820 -1.000000 -1.000000 1.000000
821 -1.000000 -1.000000 1.000000
822 -1.000000 -1.000000 1.000000
823 -1.000000 -1.000000 1.000000
824 -1.000000 -1.000000 1.000000
825 -1.000000 -1.000000 1.000000
826 -1.000000 -1.000000 1.000000
827 -1.000000 -1.000000 1.000000
828 -1.000000 -1.000000 1.000000
829 -1.000000 -1.000000 1.000000
830 -1.000000 -1.000000 1.000000
831 -1.000000 -1.000000 1.000000
832 -1.000000 -1.000000 1.000000
833 -1.000000 -1.000000 1.000000
834 -1.000000 -1.000000 1.000000
835 -1.000000 -1.000000 1.000000
836 -1.000000 -1.000000 1.000000
837 -1.000000 -1.000000 1.000000
838 -1.000000 -1.000000 1.000000
839 -1.000000 -1.000000 1.000000
840 -1.000000 -1.000000 1.000000
841 -1.000000 -1.000000 1.000000
842 -1.000000 -1.000000 1.000000
843 -1.000000 -1.000000 1.000000
844 -1.000000 -1.000000 1.000000
845 -1.000000 -1.000000 1.000000
846 -1.000000 -1.000000 1.000000
847 -1.000000 -1.000000 1.000000
848 -1.000000 -1.000000 1.000000
849 -1.000000 -1.000000 1.000000
850 -1.000000 -1.000000 1.000000
851 -1.000000 -1.000000 1.000000
852 -1.000000 -1.000000 1.000000
853 -1.000000 -1.000000 1.000000
854 -1.000000 -1.000000 1.000000
855 -1.000000 -1.000000 1.000000
856 -1.000000 -1.000000 1.000000
857 -1.000000 -1.000000 1.000000
858 -1.000000 -1.000000 1.000000
859 -1.000000 -1.000000 1.000000
860 -1.000000 -1.000000 1.000000
861 -1.000000 -1.000000 1.000000
862 -1.000000 -1.000000 1.000000
863 -1.000000 -1.000000 1.000000
864 -1.000000 -1.000000 1.000000
865 -1.000000 -1.000000 1.000000
866 -1.000000 -1.000000 1.000000
867 -1.000000 -1.000000 1.000000
868 -1.000000 -1.000000 1.000000
869 -1.000000 -1.000000 1.000000
870 -1.000000 -1.000000 1.000000
871 -1.000000 -1.000000 1.000000
872 -1.000000 -1.000000 1.000000
873 -1.000000 -1.000000 1.000000
874 -1.000000 -1.000000 1.000000
875 -1.000000 -1.000000 1.000000
876 -1.000000 -1.000000 1.000000
877 -1.000000 -1.000000 1.000000
878 -1.000000 -1.000000 1.000000
879 -1.000000 -1.000000 1.000000
880 -1.000000 -1.000000 1.000000
881 -1.000000 -1.000000 1.000000
882 -1.000000 -1.000000 1.000000
883 -1.000000 -1.000000 1.000000
884 -1.000000 -1.000000 1.000000
885 -1.000000 -1.000000 1.000000
886 -1.000000 -1.000000 1.000000
887 -1.000000 -1.000000 1.000000
888 -1.000000 -1.000000 1.000000
889 -1.000000 -1.000000 1.000000
890 -1.000000 -1.000000 1.000000
891 -1.000000 -1.000000 1.000000
892 -1.000000 -1.000000 1.000000
893 -1.000000 -1.000000 1.000000
894 -1.000000 -1.000000 1.000000
895 -1.000000 -1.000000 1.000000
896 -1.000000 -1.000000 1.000000
897 -1.000000 -1.000000 1.000000
898 -1.000000 -1.000000 1.000000
899 -1.000000 -1.000000 1.000000
900 -1.000000 -1.000000 1.000000
901 -1.000000 -1.000000 1.000000
902 -1.000000 -1.000000 1.000000
903 -1.000000 -1.000000 1.000000
904 -1.000000 -1.000000 1.000000
905 -1.000000 -1.000000 1.000000
906 -1.000000 -1.000000 1.000000
907 -1.000000 -1.000000 1.000000
908 -1.000000 -1.000000 1.000000
909 -1.000000 -1.000000 1.000000
910 -1.000000 -1.000000 1.000000
911 -1.000000 -1.000000 1.000000
912 -1.000000 -1.000000 1.000000
913 -1.000000 -1.000000 1.000000
914 -1.000000 -1.000000 1.000000
915 -1.000000 -1.000000 1.000000
916 -1.000000 -1.000000 1.000000
917 -1.000000 -1.000000 1.000000
918 -1.000000 -1.000000 1.000000
919 -1.000000 -1.000000 1.000000
920 -1.000000 -1.000000 1.000000
921 -1.000000 -1.000000 1.000000
922 -1.000000 -1.000000 1.000000
923 -1.000000 -1.000000 1.000000
924 -1.000000 -1.000000 1.000000
925 -1.000000 -1.000000 1.000000
926 -1.000000 -1.000000 1.000000
927 -1.000000 -1.000000 1.000000
928 -1.000000 -1.000000 1.000000
929 -1.000000 -1.000000 1.000000
930 -1.000000 -1.000000 1.000000
931 -1.000000 -1.000000 1.000000
932 -1.000000 -1.000000 1.000000
933 -1.000000 -1.000000 1.000000
934 -1.000000 -1.000000 1.000000
935 -1.000000 -1.000000 1.000000
936 -1.000000 -1.000000 1.000000
937 -1.000000 -1.000000 1.000000
938 -1.000000 -1.000000 1.000000
939 -1.000000 -1.000000 1.000000
940 -1.000000 -1.000000 1.000000
941 -1.000000 -1.000000 1.000000
942 -1.000000 -1.000000 1.000000
943 -1.000000 -1.000000 1.000000
944 -1.000000 -1.000000 1.000000
945 -1.000000 -1.000000 1.000000
946 -1.000000 -1.000000 1.000000
947 -1.000000 -1.000000 1.000000
948 -1.000000 -1.000000 1.000000
949 -1.000000 -1.000000 1.000000
950 -1.000000 -1.000000 1.000000
951 -1.000000 -1.000000 1.000000
952 -1.000000 -1.000000 1.000000
953 -1.000000 -1.000000 1.000000
954 -1.000000 -1.000000 1.000000
955 -1.000000 -1.000000 1.000000
956 -1.000000 -1.000000 1.000000
957 -1.000000 -1.000000 1.000000
958 -1.000000 -1.000000 1.000000
959 -1.000000 -1.000000 1.000000
960 -1.000000 -1.000000 1.000000
961 -1.000000 -1.000000 1.000000
962 -1.000000 -1.000000 1.000000
963 -1.000000 -1.000000 1.000000
964 -1.000000 -1.000000 1.000000
965 -1.000000 -1.000000 1.000000
966 -1.000000 -1.000000 1.000000
967 -1.000000 -1.000000 1.000000
968 -1.000000 -1.000000 1.000000
969 -1.000000 -1.000000 1.000000
970 -1.000000 -1.000000 1.000000
971 -1.000000 -1.000000 1.000000
972 -1.000000 -1.000000 1.000000
973 -1.000000 -1.000000 1.000000
974 -1.000000 -1.000000 1.000000
975 -1.000000 -1.000000 1.000000
976 -1.000000 -1.000000 1.000000
977 -1.000000 -1.000000 1.000000
978 -1.000000 -1.000000 1.000000
979 -1.000000 -1.000000 1.000000
980 -1.000000 -1.000000 1.000000
981 -1.000000 -1.000000 1.000000
982 -1.000000 -1.000000 1.000000
983 -1.000000 -1.000000 1.000000
984 -1.000000 -1.000000 1.000000
985 -1.000000 -1.000000 1.000000
986 -1.000000 -1.000000 1.000000
987 -1.000000 -1.000000 1.000000
988 -1.000000 -1.000000 1.000000
989 -1.000000 -1.000000 1.000000
990 -1.000000 -1.000000 1.000000
991 -1.000000 -1.000000 1.000000
992 -1.000000 -1.000000 1.000000
993 -1.000000 -1.000000 1.000000
994 -1.000000 -1.000000 1.000000
995 -1.000000 -1.000000 1.000000
996 -1.000000 -1.000000 1.000000
997 -1.000000 -1.000000 1.000000
998 -1.000000 -1.000000 1.000000
999 -1.000000 -1.000000 1.000000
1000 -1.000000 -1.000000 1.000000
1001 -1.000000 -1.000000 1.000000
1002 -1.000000 -1.000000 1.000000
1003 -1.000000 -1.000000 1.000000
1004 -1.000000 -1.000000 1.000000
1005 -1.000000 -1.000000 1.000000
1006 -1.000000 -1.000000 1.000000
1007 -1.000000 -1.000000 1.000000
1008 -1.000000 -1.000000 1.000000
1009 -1.000000 -1.000000 1.000000
1010 -1.000000 -1.000000 1.000000
1011 -1.000000 -1.000000 1.000000
1012 -1.000000 -1.000000 1.000000
1013 -1.000000 -1.000000 1.000000
1014 -1.000000 -1.000000 1.000000
1015 -1.000000 -1.000000 1.000000
1016 -1.000000 -1.000000 1.000000
1017 -1.000000 -1.000000 1.000000
1018 -1.000000 -1.000000 1.000000
1019 -1.000000 -1.000000 1.000000
1020 -1.000000 -1.000000 1.000000
1021 -1.000000 -1.000000 1.000000
1022 -1.000000 -1.000000 1.000000
1023 -1.000000 -1.000000 1.000000
1024 -1.000000 -1.000000 1.000000
1025 -1.000000 -1.000000 1.000000
1026 -1.000000 -1.000000 1.000000
1027 -1.000000 -1.000000 1.000000
1028 -1.000000 -1.000000 1.000000
1029 -1.000000 -1.000000 1.000000
1030 -1.000000 -1.000000 1.000000
1031 -1.000000 -1.000000 1.000000
1032 -1.000000 -1.000000 1.000000
1033 -1.000000 -1.000000 1.000000
1034 -1.000000 -1.000000 1.000000
1035 -1.000000 -1.000000 1.000000
1036 -1.000000 -1.000000 1.000000
1037 -1.000000 -1.000000 1.000000
1038 -1.000000 -1.000000 1.000000
1039 -1.000000 -1.000000 1.000000
1040 -1.000000 -1.000000 1.000000
1041 -1.000000 -1.000000 1.000000
1042 -1.000000 -1.000000 1.000000
1043 -1.000000 -1.000000 1.000000
1044 -1.000000 -1.000000 1.000000
1045 -1.000000 -1.000000 1.000000
1046 -1.000000 -1.000000 1.000000
1047 -1.000000 -1.000000 1.000000
1048 -1.000000 -1.000000 1.000000
1049 -1.000000 -1.000000 1.000000
1050 -1.000000 -1.000000 1.000000
1051 -1.000000 -1.000000 1.000000
1052 -1.000000 -1.000000 1.000000
1053 -1.000000 -1.000000 1.000000
1054 -1.000000 -1.000000 1.000000
1055 -1.000000 -1.000000 1.000000
1056 -1.000000 -1.000000 1.000000
1057 -1.000000 -1.000000 1.000000
1058 -1.000000 -1.000000 1.000000
1059 -1.000000 -1.000000 1.000000
1060 -1.000000 -1.000000 1.000000
1061 -1.000000 -1.000000 1.000000
1062 -1.000000 -1.000000 1.000000
1063 -1.000000 -1.000000 1.000000
1064 -1.000000 -1.000000 1.000000
1065 -1.000000 -1.000000 1.000000
1066 -1.000000 -1.000000 1.000000
1067 -1.000000 -1.000000 1.000000
1068 -1.000000 -1.000000 1.000000
1069 -1.000000 -1.000000 1.000000
1070 -1.000000 -1.000000 1.000000
1071 -1.000000 -1.000000 1.000000
1072 -1.000000 -1.000000 1.000000
1073 -1.000000 -1.000000 1.000000
1074 -1.000000 -1.000000 1.000000
1075 -1.000000 -1.000000 1.000000
1076 -1.000000 -1.000000 1.000000
1077 -1.000000 -1.000000 1.000000
1078 -1.000000 -1.000000 1.000000
1079 -1.000000 -1.000000 1.000000
1080 -1.000000 -1.000000 1.000000
1081 -1.000000 -1.000000 1.000000
1082 -1.000000 -1.000000 1.000000
1083 -1.000000 -1.000000 1.000000
1084 -1.000000 -1.000000 1.000000
1085 0.000000 1000.000000 1.000000
1086 -1.000000 -1.000000 1.000000
1087 -1.000000 -1.000000 1.000000
1088 -1.000000 -1.000000 1.000000
1089 -1.000000 -1.000000 1.000000
1090 -1.000000 -1.000000 1.000000
1091 -1.000000 -1.000000 1.000000
1092 -1.000000 -1.000000 1.000000
1093 -1.000000 -1.000000 1.000000
1094 -1.000000 -1.000000 1.000000
1095 -1.000000 -1.000000 1.000000
1096 -1.000000 -1.000000 1.000000
1097 -1.000000 -1.000000 1.000000
1098 -1.000000 -1.000000 1.000000
1099 -1.000000 -1.000000 1.000000
1100 -1.000000 -1.000000 1.000000
1101 -1.000000 -1.000000 1.000000
1102 -1.000000 -1.000000 1.000000
1103 -1.000000 -1.000000 1.000000
1104 -1.000000 -1.000000 1.000000
1105 -1.000000 -1.000000 1.000000
1106 -1.000000 -1.000000 1.000000
1107 -1.000000 -1.000000 1.000000
1108 -1.000000 -1.000000 1.000000
1109 -1.000000 -1.000000 1.000000
1110 -1.000000 -1.000000 1.000000
1111 -1.000000 -1.000000 1.000000
1112 -1.000000 -1.000000 1.000000
1113 -1.000000 -1.000000 1.000000
1114 -1.000000 -1.000000 1.000000
1115 -1.000000 -1.000000 1.000000
1116 -1.000000 -1.000000 1.000000
1117 -1.000000 -1.000000 1.000000
1118 -1.000000 -1.000000 1.000000
1119 -1.000000 -1.000000 1.000000
1120 -1.000000 -1.000000 1.000000
1121 -1.000000 -1.000000 1.000000
1122 -1.000000 -1.000000 1.000000
1123 -1.000000 -1.000000 1.000000
1124 -1.000000 -1.000000 1.000000
1125 -1.000000 -1.000000 1.000000
1126 -1.000000 -1.000000 1.000000
1127 -1.000000 -1.000000 1.000000
1128 -1.000000 -1.000000 1.000000
1129 -1.000000 -1.000000 1.000000
1130 -1.000000 -1.000000 1.000000
1131 -1.000000 -1.000000 1.000000
1132 -1.000000 -1.000000 1.000000
1133 -1.000000 -1.000000 1.000000
1134 -1.000000 -1.000000 1.000000
1135 -1.000000 -1.000000 1.000000
1136 -1.000000 -1.000000 1.000000
1137 -1.000000 -1.000000 1.000000
1138 -1.000000 -1.000000 1.000000
1139 -1.000000 -1.000000 1.000000
1140 -1.000000 -1.000000 1.000000
1141 -1.000000 -1.000000 1.000000
1142 -1.000000 -1.000000 1.000000
1143 -1.000000 -1.000000 1.000000
1144 -1.000000 -1.000000 1.000000
1145 -1.000000 -1.000000 1.000000
1146 -1.000000 -1.000000 1.000000
1147 -1.000000 -1.000000 1.000000
1148 -1.000000 -1.000000 1.000000
1149 -1.000000 -1.000000 1.000000
1150 -1.000000 -1.000000 1.000000
1151 -1.000000 -1.000000 1.000000
1152 -1.000000 -1.000000 1.000000
1153 -1.000000 -1.000000 1.000000
1154 -1.000000 -1.000000 1.000000
1155 -1.000000 -1.000000 1.000000
1156 -1.000000 -1.000000 1.000000
1157 -1.000000 -1.000000 1.000000
1158 -1.000000 -1.000000 1.000000
1159 -1.000000 -1.000000 1.000000
1160 -1.000000 -1.000000 1.000000
1161 -1.000000 -1.000000 1.000000
1162 -1.000000 -1.000000 1.000000
1163 -1.000000 -1.000000 1.000000
1164 -1.000000 -1.000000 1.000000
1165 -1.000000 -1.000000 1.000000
1166 -1.000000 -1.000000 1.000000
1167 -1.000000 -1.000000 1.000000
1168 -1.000000 -1.000000 1.000000
1169 -1.000000 -1.000000 1.000000
1170 -1.000000 -1.000000 1.000000
1171 -1.000000 -1.000000 1.000000
1172 -1.000000 -1.000000 1.000000
1173 -1.000000 -1.000000 1.000000
1174 -1.000000 -1.000000 1.000000
1175 -1.000000 -1.000000 1.000000
1176 -1.000000 -1.000000 1.000000
1177 -1.000000 -1.000000 1.000000
1178 -1.000000 -1.000000 1.000000
1179 -1.000000 -1.000000 1.000000
1180 -1.000000 -1.000000 1.000000
1181 -1.000000 -1.000000 1.000000
1182 -1.000000 -1.000000 1.000000
1183 -1.000000 -1.000000 1.000000
1184 -1.000000 -1.000000 1.000000
1185 -1.000000 -1.000000 1.000000
1186 -1.000000 -1.000000 1.000000
1187 -1.000000 -1.000000 1.000000
1188 -1.000000 -1.000000 1.000000
1189 -1.000000 -1.000000 1.000000
1190 -1.000000 -1.000000 1.000000
1191 -1.000000 -1.000000 1.000000
1192 -1.000000 -1.000000 1.000000
1193 -1.000000 -1.000000 1.000000
1194 -1.000000 -1.000000 1.000000
1195 -1.000000 -1.000000 1.000000
1196 -1.000000 -1.000000 1.000000
1197 -1.000000 -1.000000 1.000000
1198 -1.000000 -1.000000 1.000000
1199 -1.000000 -1.000000 1.000000
1200 -1.000000 -1.000000 1.000000
1201 -1.000000 -1.000000 1.000000
1202 -1.000000 -1.000000 1.000000
1203 -1.000000 -1.000000 1.000000
1204 -1.000000 -1.000000 1.000000
1205 -1.000000 -1.000000 1.000000
1206 -1.000000 -1.000000 1.000000
1207 -1.000000 -1.000000 1.000000
1208 -1.000000 -1.000000 1.000000
1209 -1.000000 -1.000000 1.000000
1210 -1.000000 -1.000000 1.000000
1211 -1.000000 -1.000000 1.000000
1212 -1.000000 -1.000000 1.000000
1213 -1.000000 -1.000000 1.000000
1214 -1.000000 -1.000000 1.000000
1215 -1.000000 -1.000000 1.000000
1216 -1.000000 -1.000000 1.000000
1217 -1.000000 -1.000000 1.000000
1218 -1.000000 -1.000000 1.000000
1219 -1.000000 -1.000000 1.000000
1220 -1.000000 -1.000000 1.000000
1221 -1.000000 -1.000000 1.000000
1222 -1.000000 -1.000000 1.000000
1223 -1.000000 -1.000000 1.000000
1224 -1.000000 -1.000000 1.000000
1225 -1.000000 -1.000000 1.000000
1226 -1.000000 -1.000000 1.000000
1227 -1.000000 -1.000000 1.000000
1228 -1.000000 -1.000000 1.000000
1229 -1.000000 -1.000000 1.000000
1230 -1.000000 -1.000000 1.000000
1231 -1.000000 -1.000000 1.000000
1232 -1.000000 -1.000000 1.000000
1233 -1.000000 -1.000000 1.000000
1234 -1.000000 -1.000000 1.000000
1235 -1.000000 -1.000000 1.000000
1236 -1.000000 -1.000000 1.000000
1237 -1.000000 -1.000000 1.000000
1238 -1.000000 -1.000000 1.000000
1239 -1.000000 -1.000000 1.000000
1240 -1.000000 -1.000000 1.000000
1241 -1.000000 -1.000000 1.000000
1242 -1.000000 -1.000000 1.000000
1243 -1.000000 -1.000000 1.000000
1244 -1.000000 -1.000000 1.000000
1245 -1.000000 -1.000000 1.000000
1246 -1.000000 -1.000000 1.000000
1247 -1.000000 -1.000000 1.000000
1248 -1.000000 -1.000000 1.000000
1249 -1.000000 -1.000000 1.000000
1250 -1.000000 -1.000000 1.000000
1251 -1.000000 -1.000000 1.000000
1252 -1.000000 -1.000000 1.000000
1253 -1.000000 -1.000000 1.000000
1254 -1.000000 -1.000000 1.000000
1255 -1.000000 -1.000000 1.000000
1256 -1.000000 -1.000000 1.000000
1257 -1.000000 -1.000000 1.000000
1258 -1.000000 -1.000000 1.000000
1259 -1.000000 -1.000000 1.000000
1260 -1.000000 -1.000000 1.000000
1261 -1.000000 -1.000000 1.000000
1262 -1.000000 -1.000000 1.000000
1263 -1.000000 -1.000000 1.000000
1264 -1.000000 -1.000000 1.000000
1265 -1.000000 -1.000000 1.000000
1266 -1.000000 -1.000000 1.000000
1267 -1.000000 -1.000000 1.000000
1268 -1.000000 -1.000000 1.000000
1269 -1.000000 -1.000000 1.000000
1270 -1.000000 -1.000000 1.000000
1271 -1.000000 -1.000000 1.000000
1272 -1.000000 -1.000000 1.000000
1273 -1.000000 -1.000000 1.000000
1274 -1.000000 -1.000000 1.000000
1275 -1.000000 -1.000000 1.000000
1276 -1.000000 -1.000000 1.000000
1277 -1.000000 -1.000000 1.000000
1278 -1.000000 -1.000000 1.000000
1279 -1.000000 -1.000000 1.000000
1280 -1.000000 -1.000000 1.000000
1281 -1.000000 -1.000000 1.000000
1282 -1.000000 -1.000000 1.000000
1283 -1.000000 -1.000000 1.000000
1284 -1.000000 -1.000000 1.000000
1285 -1.000000 -1.000000 1.000000
1286 -1.000000 -1.000000 1.000000
1287 -1.000000 -1.000000 1.000000
1288 -1.000000 -1.000000 1.000000
1289 -1.000000 -1.000000 1.000000
1290 -1.000000 -1.000000 1.000000
1291 -1.000000 -1.000000 1.000000
1292 -1.000000 -1.000000 1.000000
1293 -1.000000 -1.000000 1.000000
1294 -1.000000 -1.000000 1.000000
1295 -1.000000 -1.000000 1.000000
1296 -1.000000 -1.000000 1.000000
1297 -1.000000 -1.000000 1.000000
1298 -1.000000 -1.000000 1.000000
1299 -1.000000 -1.000000 1.000000
1300 -1.000000 -1.000000 1.000000
1301 -1.000000 -1.000000 1.000000
1302 -1.000000 -1.000000 1.000000
1303 -1.000000 -1.000000 1.000000
1304 -1.000000 -1.000000 1.000000
1305 -1.000000 -1.000000 1.000000
1306 -1.000000 -1.000000 1.000000
1307 -1.000000 -1.000000 1.000000
1308 -1.000000 -1.000000 1.000000
1309 -1.000000 -1.000000 1.000000
1310 -1.000000 -1.000000 1.000000
1311 -1.000000 -1.000000 1.000000
1312 -1.000000 -1.000000 1.000000
1313 -1.000000 -1.000000 1.000000
1314 -1.000000 -1.000000 1.000000
1315 -1.000000 -1.000000 1.000000
1316 -1.000000 -1.000000 1.000000
1317 -1.000000 -1.000000 1.000000
1318 -1.000000 -1.000000 1.000000
1319 -1.000000 -1.000000 1.000000
1320 -1.000000 -1.000000 1.000000
1321 -1.000000 -1.000000 1.000000
1322 -1.000000 -1.000000 1.000000
1323 -1.000000 -1.000000 1.000000
1324 -1.000000 -1.000000 1.000000
1325 -1.000000 -1.000000 1.000000
1326 -1.000000 -1.000000 1.000000
1327 -1.000000 -1.000000 1.000000
1328 -1.000000 -1.000000 1.000000
1329 -1.000000 -1.000000 1.000000
1330 -1.000000 -1.000000 1.000000
1331 -1.000000 -1.000000 1.000000
1332 -1.000000 -1.000000 1.000000
1333 -1.000000 -1.000000 1.000000
1334 -1.000000 -1.000000 1.000000
1335 -1.000000 -1.000000 1.000000
1336 -1.000000 -1.000000 1.000000
1337 -1.000000 -1.000000 1.000000
1338 -1.000000 -1.000000 1.000000
1339 -1.000000 -1.000000 1.000000
1340 -1.000000 -1.000000 1.000000
1341 -1.000000 -1.000000 1.000000
1342 -1.000000 -1.000000 1.000000
1343 -1.000000 -1.000000 1.000000
1344 -1.000000 -1.000000 1.000000
1345 -1.000000 -1.000000 1.000000
1346 -1.000000 -1.000000 1.000000
1347 -1.000000 -1.000000 1.000000
1348 -1.000000 -1.000000 1.000000
1349 -1.000000 -1.000000 1.000000
1350 -1.000000 -1.000000 1.000000
1351 -1.000000 -1.000000 1.000000
1352 -1.000000 -1.000000 1.000000
1353 -1.000000 -1.000000 1.000000
1354 -1.000000 -1.000000 1.000000
1355 -1.000000 -1.000000 1.000000
